,date,news title,content summary,sentiment score,sentiment label,compound score
129,Jan-17,Six killed after rescue helicopter crashes in Italy,"ROME • A helicopter taking an injured skier to hospital has crashed against a mountain in central Italy, killing all six people on board, officials said.
The cause of the crash on Tuesday was not immediately clear, though television images from the site, which showed that only the rear of the helicopter remained intact, were occasionally blurred by fog.
Mayor Gianluca Marrocchi of the nearby town of Lucoli told RAI state television that he had seen the helicopter and had wondered ""why it was flying so low"".
Two of the people who died in the helicopter had searched for survivors at the hotel, a spokesman for the Civil Protection Agency said.
A spokesman for the Italian fire service, Mr Luca Cari, said rescue operations were carefully planned using diagrams of the hotel and taking into account the impact of the avalanche.","{'neg': 0.119, 'neu': 0.838, 'pos': 0.044, 'compound': -0.9078}",negative,-0.9078
130,May-19,It's like a zoo: Death amid jostling crowds on summit of Mount Everest,"And this year, government investigators have uncovered vast problems with the lifesaving oxygen systems used by many climbers.
But despite complaints about safety lapses, Nepal this year issued a record number of permits, 381, as part of a bigger push to commercialise the mountain.
Mr Ghimire said the government was not inclined to change the number of permits.
""If you really want to limit the number of climbers,"" he said, ""let's just end all expeditions on our holy mountain.""
A few decades ago, the people climbing Everest were largely experienced mountaineers willing to pay a lot of money.","{'neg': 0.063, 'neu': 0.847, 'pos': 0.09, 'compound': 0.1726}",positive,0.1726
131,May-19,'It's like a zoo': Death amid jostling crowds at Mount Everest's tip,"""If you really want to limit the number of climbers,"" Mr Ghimire said, ""let's just end all expeditions on our holy mountain.""
A few decades ago, the people climbing Everest were largely experienced mountaineers willing to pay a lot of money.
Ms Fatima Deryan, an experienced Lebanese mountaineer, was making her way to the summit recently when less experienced climbers started collapsing in front of her.
After long, cold days, he inched up a spiny trail to the summit early last Thursday and ran into crowds ""aggressively jostling for pictures"".
""I was not prepared to see sick climbers being dragged down by the mountain by Sherpas or the surreal experience of finding dead bodies,"" he said.","{'neg': 0.133, 'neu': 0.844, 'pos': 0.023, 'compound': -0.9095}",negative,-0.9095
132,Dec-16,Police bring down global cybercrime network,"Officials said they had seized 39 servers and several hundred thousand domains, depriving criminals of control of more than 50,000 computers in Germany alone.
These hijacked computers were used to form a ""botnet"" to knock out other websites.
Two people believed to have been the administrators of the botnet infrastructure known as Avalanche were arrested in Ukraine, said investigators.
A court in Verden, northern Germany, has issued arrest warrants for seven people on suspicion of forming a criminal organisation, commercial computer fraud and other criminal offences.
""Avalanche, one of the world's largest and most malicious botnet infrastructures, has been decisively neutralised in one of the biggest takedowns to date,"" she said.","{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.9814}",negative,-0.9814
133,May-21,Melting glaciers have exposed frozen relics of World War I in Alps of Northern Italy,"NEW YORK (NYTIMES) - As glaciers melt and shrink in the Alps of Northern Italy, long-frozen relics of World War I have been emerging from the ice.
They were found in cave barracks not far from the frigid summit of Mount Scorluzzo, which reaches more than 3,000m above sea level in Northern Italy, near Switzerland.
The Austro-Hungarian soldiers who occupied those barracks were fighting Italian troops in what became known as the White War.
Extremely cold weather killed soldiers in Northern Italy more than a century ago; today, warmer conditions present a different kind of threat.
No bodies were found in the barracks, though frozen corpses of people who fought in the White War have appeared nearby.","{'neg': 0.203, 'neu': 0.771, 'pos': 0.025, 'compound': -0.977}",negative,-0.977
134,Aug-16,Czech survivor recounts ordeal trapped on New Zealand mountain after partner died,"WELLINGTON (AFP) - A Czech hiker who survived a month trapped in a remote snow-bound hut in New Zealand after her partner died in a fall said on Friday (Aug 26) that she knew it would be perilous to try to reach civilisation.
""I made a few attempts to walk out from the hut, but my feet, the weather conditions and the deep snow discouraged me from doing so,"" she said.
""The conditions were extreme, we encountered heavy snowfall and low cloud which contributed to our enforced overnighting in the open,"" she said.
It was while trying to reach the hut that Mr Petr fell and died.
""After his death it took me another two nights out in the open before I reached the safety of the hut.""","{'neg': 0.149, 'neu': 0.782, 'pos': 0.069, 'compound': -0.936}",negative,-0.936
135,Apr-21,More children infected in India's second and more devastating Covid-19 wave,"Doctors, parents and officials across India say that more children are being infected with Covid-19 and need medical intervention in the devastating second wave of the pandemic than in the first wave last year.
But a noticeable medical difference in the second wave is that infected children are more symptomatic than they were last year,"" said Dr Digant Shastri, former president of the Indian Academy of Paediatrics.
In the 26 days since April 1, his department's outpatient ward saw about 300 children with Covid-19.
Moderately symptomatic patients have severe cough, breathlessness, low oxygen saturation levels and inflammation in the lungs.
Unlike in adult Covid patients, we can't use drugs and steroids not tested on children like ivermectin.","{'neg': 0.118, 'neu': 0.857, 'pos': 0.025, 'compound': -0.8968}",negative,-0.8968
136,Apr-21,Former US Vice-President Pence stands behind Trump and his record in early 2024 speech,"Mr Pence celebrated what he described as the Trump administration's accomplishments in a speech that previewed his potential run for the Republican nomination.
Mr Trump and Mr Pence publicly split over the Jan 6 riot at the US Capitol, which was inspired by Mr Trump's false claims that the 2020 election had been rigged.
Mr Pence refused to reject legally certified Electoral College votes for Mr Biden as Mr Trump demanded at a rally near the White House before the assault.
I have,"" Mr Pence said.
He declined to appear with Mr Trump and other prominent Republicans in February at the annual Conservative Political Action Conference in Florida.","{'neg': 0.138, 'neu': 0.775, 'pos': 0.087, 'compound': -0.7269}",negative,-0.7269
137,Feb-19,"While You Were Sleeping: 5 stories you might have missed, Feb 20","Trump is meeting with North Korean leader Kim Jong Un for the second time on Feb 27 and 28 in Vietnam.
There's no testing.
As long as there is no testing, I'm in no rush.
If there's testing, that's another deal,"" he said.
READ MORE HERESkiers feared buried after avalanche at Swiss ski resort","{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.8681}",negative,-0.8681
138,Apr-21,"Quiet, calm - and going big: Biden's first 100 days","WASHINGTON (AFP) - The daily (hourly) White House melodrama of the Trump era is history, but there has been nothing quiet about Mr Joe Biden's 100 days rush to transform the country he inherited.
Mr Biden will deliver a primetime address to a joint session of Congress on Wednesday (April 28) - the eve of his first 100 days mark - with ambitions to be one of the most consequential presidents since Franklin Roosevelt and the Great Depression.
It's a performance that according to the latest Pew poll wins Mr Biden a 59 per cent approval rating - well above anything Trump ever scored.
The US$1.9 trillion stimulus American Rescue Plan that Biden's party rammed through Congress in March likewise injected money into every corner of the Covid-battered economy.
Global reachGiven a chance, Mr Biden would like to change the rest of the planet's fate too.","{'neg': 0.031, 'neu': 0.779, 'pos': 0.19, 'compound': 0.9803}",positive,0.9803
